districtid,monthid,neighborhoodzscore,statezscore
663,2,0,0
663,3,-0.33,0.0
663,4,-1.0,-0.57
663,5,-1.03,0.73
663,6,-0.61,0.06
664,1,0,0
664,2,-0.67,-1.25
664,3,0.78,5.69
664,4,0.1,-0.25
664,5,-0.44,-1.11
664,6,-0.29,-0.92
665,1,0,0
665,2,8.28,0
665,3,13.04,0
665,4,33.19,0
665,5,4.06,0
665,6,5.09,0
666,1,0,0
666,2,0.02,98.93
666,3,0.33,517.53
666,4,2.31,475.44
666,5,0.79,115.94
666,6,0.28,54.24
667,1,0,0
667,2,-0.68,-0.55
667,3,0.23,-0.56
667,4,-0.24,-1.05
667,5,1.12,-0.56
667,6,-0.15,-0.33
668,1,0,0
668,2,0.22,-0.45
668,3,-0.68,-0.62
668,4,-0.23,-0.19
668,5,0.77,0.59
668,6,2.58,0.62
669,1,0,0
669,2,-0.3,4.71
669,3,-0.39,7.19
669,4,-0.35,4.41
669,5,-0.42,2.91
669,6,-0.83,8.67
670,1,0,0
670,2,-1.19,-1.0
670,3,-0.68,-0.21
670,4,-0.78,2.5
670,5,1.7,16.24
670,6,20.39,6.65
671,1,0,0
671,2,-0.46,-0.65
671,3,0.85,-0.77
671,4,1.64,-1.34
671,5,-0.14,-1.6
671,6,0.17,-1.7
672,1,0,0
672,2,-1.24,-0.64
672,3,1.78,1.3
672,4,0.88,0.37
672,5,0.82,1.33
672,6,-0.29,-1.64
673,1,0,0
673,2,-0.99,0
673,3,0.62,0
673,4,-1.26,0
673,5,-1.07,0
673,6,-0.89,0
674,1,0,0
674,2,-0.53,-0.69
674,3,-0.26,-0.71
674,4,-0.25,0.72
674,5,-0.66,-0.26
674,6,-1.01,-1.25
675,1,-0.71,0
675,2,-0.71,0
675,3,-0.72,0.0
675,4,-0.71,-0.16
675,5,-0.71,1.2
675,6,-0.71,0.01
676,1,0,0
676,2,-0.46,-0.64
676,3,0.02,-0.62
676,4,0.21,-0.29
676,5,0.79,-0.38
676,6,0.14,-0.7
677,1,0,0
677,2,6.94,-0.46
677,3,1.96,1.09
677,4,0.6,-0.35
677,5,0.18,0.23
677,6,0.0,0.47
678,1,0,0
678,2,-0.76,-0.97
678,3,-1.27,-1.22
678,4,-0.75,-2.95
678,5,-0.66,-2.46
678,6,-0.42,-3.67
679,1,0,0
679,2,0.39,0.18
679,3,1.74,32.78
679,4,0.99,0.95
679,5,0.53,-0.2
679,6,0.29,-0.3
680,1,0,0
680,2,-0.43,0
680,3,-0.56,0
680,4,-0.64,0
680,5,-0.82,0
680,6,-0.66,0
681,1,0,0
681,2,0,0
681,3,0.27,2.5
681,4,0.77,71.0
681,5,-0.73,-1.44
681,6,0.07,-0.21
682,1,0,0
682,2,-0.23,-0.27
682,3,-0.86,-1.19
682,4,-0.24,-3.55
682,5,-0.34,-0.79
682,6,-0.13,0.58
683,1,0,0
683,2,4.49,0
683,3,0.76,0
683,4,0.2,0
683,5,0.75,0
683,6,1.7,0
684,1,0,0
684,2,-0.1,0
684,3,-0.65,0
684,4,0.72,0
684,5,0.07,0
684,6,0.72,0
685,1,0,0
685,2,-0.72,0
685,3,0.22,0
685,4,0.44,0
685,5,-0.25,0
685,6,-0.34,0
686,1,0,0
686,2,-1.2,-1.3
686,3,12.96,2.27
686,4,-0.17,3.64
686,5,1.35,4.02
686,6,0.53,22.21
687,1,0,0
687,2,-0.03,0
687,3,0.22,69.0
687,4,-0.35,4.15
687,5,-0.28,1.75
687,6,-0.32,0.94
688,1,0,0
688,2,-0.53,0
688,3,-0.56,0
688,4,-0.45,0
688,5,-0.66,0
688,6,-0.71,0
689,1,0,0
689,2,-0.92,0
689,3,-0.46,0
689,4,-0.21,0
689,5,-0.65,0
689,6,-0.76,0
690,1,0,0
690,2,-0.75,0
690,3,-0.94,0
690,4,-0.58,0
690,5,-0.76,0
690,6,-0.69,0
691,1,0,0
691,2,-1.01,0
691,3,1.16,0
691,4,-13.4,0
691,5,-7.13,0
691,6,-0.96,0
692,1,0,0
692,2,0,0
692,3,0,-1.15
692,4,-1.0,-0.64
692,5,-17.67,-1.68
692,6,-44.0,-1.76
693,1,0,0
693,2,0,0
693,3,-0.28,-0.26
693,4,-0.75,-0.79
693,5,-0.13,-0.66
693,6,-0.15,-2.34
694,1,0,0
694,2,0,0
694,3,-0.4,-2.0
694,4,0.0,-1.0
694,5,-0.46,-12.56
694,6,1.72,-1.47
695,1,0,0
695,2,0,0
695,3,-0.04,0
695,4,-0.19,0
695,5,0.11,0
695,6,-0.42,0
696,1,0,0
696,2,-0.6,0
696,3,0.79,0
696,4,-0.6,0
696,5,-1.76,0
696,6,-2.34,0
697,1,-0.45,0
697,2,0.75,4.09
697,3,-0.7,-1.38
697,4,-0.39,-5.94
697,5,-1.19,-0.48
697,6,-1.72,-0.46
698,1,0,0
698,2,-0.17,0
698,3,-0.67,0
698,4,-0.39,0
698,5,-0.05,0
698,6,-0.05,0
699,1,0,0
699,2,18.97,0
699,3,39.57,0
699,4,14.78,0
699,5,13.47,0
699,6,10.33,0
700,1,0,0
700,2,-0.95,0
700,3,-1.72,0
700,4,-0.74,0
700,5,-0.6,0
700,6,-0.96,0
701,1,0,0
701,2,-0.67,0
701,3,-0.73,0
701,4,-0.77,0
701,5,-0.79,0
701,6,-0.72,0
702,1,0,0
702,2,23.98,0
702,3,0.26,0
702,4,6.56,0
702,5,5.37,0
702,6,10.51,0
703,1,0,0
703,2,-0.98,-1.01
703,3,-0.93,-0.83
703,4,0.04,2.7
703,5,-0.7,-0.32
703,6,-0.57,1.69
704,1,0,0
704,2,-0.56,0
704,3,-0.6,0
704,4,-0.52,0
704,5,-0.42,0
704,6,-0.26,0
705,1,0,0
705,2,-0.56,0
705,3,-0.81,0
705,4,-0.32,0
705,5,-0.64,0
705,6,-1.01,0
706,1,0,0
706,2,0.95,0
706,3,-1.27,0
706,4,-0.98,0
706,5,-0.77,0
706,6,-0.79,0
707,1,0,0
707,2,-0.44,0
707,3,-0.43,0
707,4,0.02,0
707,5,1.64,0
707,6,0.47,0
708,1,0,0
708,2,8.44,1.66
708,3,0.38,0.07
708,4,0.43,-0.01
708,5,0.69,1.75
708,6,0.6,0.59
709,1,0,0
709,2,-0.42,-2.18
709,3,0.24,-2.75
709,4,-0.06,-13.35
709,5,0.15,-2.28
709,6,0.42,-1.91
710,1,0,0
710,2,-1.06,-1.04
710,3,-0.98,-1.41
710,4,-1.29,-3.4
710,5,-0.94,-3.8
710,6,-0.72,-0.94
711,1,0,0
711,2,-1.02,0
711,3,-0.86,0
711,4,-0.78,0
711,5,-0.89,0
711,6,-1.22,0
712,1,0,0
712,2,1.51,0
712,3,-0.41,0
712,4,-1.1,0
712,5,-0.69,0
712,6,-0.83,0
713,1,0,0
713,2,4.22,0
713,3,-1.02,0
713,4,1.71,0
713,5,0.84,0
713,6,-0.95,0
714,1,-0.5,0
714,2,-0.5,0
714,3,-0.5,1.0
714,4,-0.5,0
714,5,-0.5,20.14
714,6,-0.49,16.67
715,1,-0.71,0
715,2,-0.92,0
715,3,-0.77,0
715,4,-0.76,0
715,5,-0.7,0
715,6,-0.46,0
716,1,-0.58,0
716,2,-0.59,0
716,3,-0.58,0
716,4,-0.58,0
716,5,-0.59,0
716,6,-0.59,0
717,1,-0.58,0
717,2,-0.58,0
717,3,-0.58,0
717,4,-0.57,0
717,5,-0.58,0
717,6,-0.57,0
718,1,-0.41,0
718,2,-0.42,0
718,3,-0.41,0
718,4,-0.41,0
718,5,-0.42,0
718,6,-0.42,0
719,1,0,0
719,2,0,0
719,3,0,0
719,4,-0.29,0
719,5,2.81,0
719,6,2.55,0
720,1,0,0
720,2,-0.8,0
720,3,-0.63,0
720,4,-0.92,0
720,5,-0.38,0
720,6,-0.27,0
721,1,0,0
721,2,0,0
721,3,-0.68,0
721,4,0.74,0
721,5,6.82,0
721,6,67.72,0
722,1,-0.58,0
722,2,-0.58,0
722,3,-0.58,0
722,4,-0.58,0
722,5,-0.59,0
722,6,-0.59,0
723,1,0,0
723,2,-0.54,0
723,3,-1.01,0
723,4,-0.42,0
723,5,-0.68,0
723,6,-2.11,0
724,1,-0.58,0
724,2,-0.63,0
724,3,-0.31,0
724,4,-0.59,0
724,5,-0.69,0
724,6,-0.63,0
725,1,0,0
725,2,-0.48,0
725,3,-1.39,0
725,4,-1.04,0
725,5,-1.15,0
725,6,-0.44,0
726,1,-0.41,0
726,2,-0.33,0
726,3,-0.44,0
726,4,-0.4,0
726,5,-0.41,0
726,6,-0.41,0
727,1,0,0
727,2,0,0
727,3,-0.98,0
727,4,-0.72,0
727,5,-0.15,0
727,6,-0.31,0
